DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2024-02-14,San Antonio Spurs,93.0,Dallas Mavericks,116.0
2024-02-14,Sacramento Kings,102.0,Denver Nuggets,98.0
2024-02-14,Detroit Pistons,100.0,Phoenix Suns,116.0
2024-02-14,Los Angeles Lakers,138.0,Utah Jazz,122.0
2024-02-14,Los Angeles Clippers,130.0,Golden State Warriors,125.0
2024-02-15,Milwaukee Bucks,110.0,Memphis Grizzlies,113.0
2024-02-15,Golden State Warriors,140.0,Utah Jazz,137.0
2024-02-15,Minnesota Timberwolves,128.0,Portland Trail Blazers,91.0
2024-02-22,Orlando Magic,116.0,Cleveland Cavaliers,109.0
2024-02-22,Detroit Pistons,115.0,Indiana Pacers,129.0
2024-02-22,New York Knicks,110.0,Philadelphia 76ers,96.0
2024-02-22,Brooklyn Nets,93.0,Toronto Raptors,121.0
2024-02-22,Phoenix Suns,113.0,Dallas Mavericks,123.0
2024-02-22,Boston Celtics,129.0,Chicago Bulls,112.0
2024-02-22,Houston Rockets,105.0,New Orleans Pelicans,127.0
2024-02-22,Los Angeles Clippers,107.0,Oklahoma City Thunder,129.0
2024-02-22,Washington Wizards,110.0,Denver Nuggets,130.0
2024-02-22,Charlotte Hornets,115.0,Utah Jazz,107.0
2024-02-22,Los Angeles Lakers,110.0,Golden State Warriors,128.0
2024-02-22,San Antonio Spurs,122.0,Sacramento Kings,127.0
2024-02-23,Toronto Raptors,123.0,Atlanta Hawks,121.0
2024-02-23,Cleveland Cavaliers,97.0,Philadelphia 76ers,104.0
2024-02-23,Phoenix Suns,110.0,Houston Rockets,114.0
2024-02-23,Los Angeles Clippers,101.0,Memphis Grizzlies,95.0
2024-02-23,Miami Heat,106.0,New Orleans Pelicans,95.0
2024-02-23,Washington Wizards,106.0,Oklahoma City Thunder,147.0
2024-02-23,Charlotte Hornets,84.0,Golden State Warriors,97.0
2024-02-23,Milwaukee Bucks,112.0,Minnesota Timberwolves,107.0
2024-02-23,Denver Nuggets,127.0,Portland Trail Blazers,112.0
2024-02-23,San Antonio Spurs,118.0,Los Angeles Lakers,123.0
2024-02-24,Orlando Magic,112.0,Detroit Pistons,109.0
2024-02-24,Boston Celtics,116.0,New York Knicks,102.0
2024-02-24,Brooklyn Nets,86.0,Minnesota Timberwolves,101.0
2024-02-25,Milwaukee Bucks,119.0,Philadelphia 76ers,98.0
2024-02-25,Los Angeles Lakers,113.0,Phoenix Suns,123.0
2024-02-25,Dallas Mavericks,111.0,Indiana Pacers,133.0
2024-02-25,Cleveland Cavaliers,114.0,Washington Wizards,105.0
2024-02-25,Orlando Magic,92.0,Atlanta Hawks,109.0
2024-02-25,Denver Nuggets,119.0,Golden State Warriors,103.0
2024-02-25,Oklahoma City Thunder,123.0,Houston Rockets,110.0
2024-02-25,Chicago Bulls,114.0,New Orleans Pelicans,106.0
2024-02-25,San Antonio Spurs,109.0,Utah Jazz,128.0
2024-02-25,Charlotte Hornets,93.0,Portland Trail Blazers,80.0
2024-02-25,Sacramento Kings,123.0,Los Angeles Clippers,107.0
2024-02-26,Toronto Raptors,130.0,Indiana Pacers,122.0
2024-02-26,Detroit Pistons,111.0,New York Knicks,113.0
2024-02-26,Brooklyn Nets,111.0,Memphis Grizzlies,86.0
2024-02-26,Miami Heat,121.0,Sacramento Kings,110.0
2024-02-27,Dallas Mavericks,119.0,Cleveland Cavaliers,121.0
2024-02-27,Brooklyn Nets,81.0,Orlando Magic,108.0
2024-02-27,Golden State Warriors,123.0,Washington Wizards,112.0
2024-02-27,Utah Jazz,97.0,Atlanta Hawks,124.0
2024-02-27,Philadelphia 76ers,99.0,Boston Celtics,117.0
2024-02-27,New Orleans Pelicans,115.0,New York Knicks,92.0
2024-02-27,Detroit Pistons,105.0,Chicago Bulls,95.0
2024-02-27,Charlotte Hornets,85.0,Milwaukee Bucks,123.0
2024-02-27,San Antonio Spurs,105.0,Minnesota Timberwolves,114.0
2024-02-27,Houston Rockets,95.0,Oklahoma City Thunder,112.0
2024-02-27,Miami Heat,106.0,Portland Trail Blazers,96.0
2024-02-28,New Orleans Pelicans,114.0,Indiana Pacers,123.0
2024-02-28,Dallas Mavericks,136.0,Toronto Raptors,125.0
2024-02-28,Cleveland Cavaliers,123.0,Chicago Bulls,132.0
2024-02-28,Memphis Grizzlies,101.0,Minnesota Timberwolves,110.0
2024-02-28,Sacramento Kings,96.0,Denver Nuggets,117.0
2024-02-28,Los Angeles Lakers,116.0,Los Angeles Clippers,112.0
2024-02-29,Milwaukee Bucks,111.0,Charlotte Hornets,99.0
2024-02-29,Utah Jazz,107.0,Orlando Magic,115.0
2024-02-29,Atlanta Hawks,97.0,Brooklyn Nets,124.0
2024-02-29,Golden State Warriors,110.0,New York Knicks,99.0
2024-02-29,Oklahoma City Thunder,118.0,San Antonio Spurs,132.0
2024-02-29,Houston Rockets,105.0,Phoenix Suns,110.0
2024-02-29,Miami Heat,97.0,Denver Nuggets,103.0
2024-02-29,Washington Wizards,131.0,Los Angeles Lakers,134.0
2024-03-01,Cleveland Cavaliers,110.0,Detroit Pistons,100.0
2024-03-01,Charlotte Hornets,114.0,Philadelphia 76ers,121.0
2024-03-01,Dallas Mavericks,110.0,Boston Celtics,138.0
2024-03-01,Golden State Warriors,120.0,Toronto Raptors,105.0
2024-03-01,Portland Trail Blazers,122.0,Memphis Grizzlies,92.0
2024-03-01,Sacramento Kings,124.0,Minnesota Timberwolves,120.0
2024-03-01,Indiana Pacers,102.0,New Orleans Pelicans,129.0
2024-03-01,Milwaukee Bucks,113.0,Chicago Bulls,97.0
2024-03-01,Washington Wizards,115.0,Los Angeles Clippers,140.0
2024-03-02,Atlanta Hawks,102.0,Brooklyn Nets,114.0
2024-03-02,Utah Jazz,120.0,Miami Heat,126.0
2024-03-02,Portland Trail Blazers,107.0,Memphis Grizzlies,100.0
2024-03-02,Denver Nuggets,124.0,Los Angeles Lakers,114.0
2024-03-02,Houston Rockets,118.0,Phoenix Suns,109.0
2024-03-03,Philadelphia 76ers,120.0,Dallas Mavericks,116.0
2024-03-03,Golden State Warriors,88.0,Boston Celtics,140.0
2024-03-03,Los Angeles Clippers,89.0,Minnesota Timberwolves,88.0
2024-03-03,Detroit Pistons,91.0,Orlando Magic,113.0
2024-03-03,Charlotte Hornets,106.0,Toronto Raptors,111.0
2024-03-03,New York Knicks,107.0,Cleveland Cavaliers,98.0
2024-03-03,Indiana Pacers,105.0,San Antonio Spurs,117.0
2024-03-03,Oklahoma City Thunder,118.0,Phoenix Suns,110.0
2024-03-04,Memphis Grizzlies,106.0,Brooklyn Nets,102.0
2024-03-04,Los Angeles Clippers,106.0,Milwaukee Bucks,113.0
2024-03-04,Portland Trail Blazers,114.0,Minnesota Timberwolves,119.0
2024-03-04,Washington Wizards,115.0,Utah Jazz,127.0
2024-03-04,Chicago Bulls,113.0,Sacramento Kings,109.0
2024-03-04,Oklahoma City Thunder,104.0,Los Angeles Lakers,116.0
2024-03-05,Orlando Magic,101.0,Charlotte Hornets,89.0
2024-03-05,Philadelphia 76ers,107.0,Brooklyn Nets,112.0
2024-03-05,Boston Celtics,104.0,Cleveland Cavaliers,105.0
2024-03-05,Detroit Pistons,110.0,Miami Heat,118.0
2024-03-05,Atlanta Hawks,116.0,New York Knicks,100.0
2024-03-05,New Orleans Pelicans,139.0,Toronto Raptors,98.0
2024-03-05,San Antonio Spurs,101.0,Houston Rockets,114.0
2024-03-05,Indiana Pacers,137.0,Dallas Mavericks,120.0
2024-03-05,Phoenix Suns,117.0,Denver Nuggets,107.0
2024-03-06,Orlando Magic,119.0,Washington Wizards,109.0
2024-03-06,Cleveland Cavaliers,101.0,Atlanta Hawks,112.0
2024-03-06,Los Angeles Clippers,122.0,Houston Rockets,116.0
2024-03-06,Memphis Grizzlies,115.0,Philadelphia 76ers,109.0
2024-03-06,Chicago Bulls,119.0,Utah Jazz,117.0
2024-03-06,Milwaukee Bucks,90.0,Golden State Warriors,125.0
2024-03-06,Oklahoma City Thunder,128.0,Portland Trail Blazers,120.0
2024-03-06,Sacramento Kings,130.0,Los Angeles Lakers,120.0
2024-03-07,Brooklyn Nets,112.0,Detroit Pistons,118.0
2024-03-07,Minnesota Timberwolves,113.0,Indiana Pacers,111.0
2024-03-07,Miami Heat,108.0,Dallas Mavericks,114.0
2024-03-07,Toronto Raptors,113.0,Phoenix Suns,120.0
2024-03-07,Boston Celtics,109.0,Denver Nuggets,115.0
2024-03-07,Chicago Bulls,125.0,Golden State Warriors,122.0
2024-03-07,San Antonio Spurs,129.0,Sacramento Kings,131.0
2024-03-08,New Orleans Pelicans,103.0,Philadelphia 76ers,95.0
2024-03-08,Charlotte Hornets,100.0,Washington Wizards,112.0
2024-03-08,Minnesota Timberwolves,104.0,Cleveland Cavaliers,113.0
2024-03-08,Orlando Magic,74.0,New York Knicks,98.0
2024-03-08,Atlanta Hawks,99.0,Memphis Grizzlies,92.0
2024-03-08,Miami Heat,100.0,Oklahoma City Thunder,107.0
2024-03-08,Milwaukee Bucks,122.0,Los Angeles Lakers,123.0
2024-03-08,Houston Rockets,123.0,Portland Trail Blazers,107.0
2024-03-09,Chicago Bulls,102.0,Los Angeles Clippers,112.0
2024-03-09,Brooklyn Nets,99.0,Charlotte Hornets,110.0
2024-03-09,Dallas Mavericks,142.0,Detroit Pistons,124.0
2024-03-09,San Antonio Spurs,126.0,Golden State Warriors,113.0
2024-03-09,Boston Celtics,117.0,Phoenix Suns,107.0
2024-03-09,Utah Jazz,121.0,Denver Nuggets,142.0
2024-03-09,Toronto Raptors,118.0,Portland Trail Blazers,128.0
2024-03-10,Milwaukee Bucks,124.0,Los Angeles Clippers,117.0
2024-03-10,New Orleans Pelicans,116.0,Atlanta Hawks,103.0
2024-03-10,Washington Wizards,110.0,Miami Heat,108.0
2024-03-10,Indiana Pacers,111.0,Orlando Magic,97.0
2024-03-10,Houston Rockets,112.0,Sacramento Kings,104.0
2024-03-10,Brooklyn Nets,120.0,Cleveland Cavaliers,101.0
2024-03-10,Philadelphia 76ers,79.0,New York Knicks,73.0
2024-03-10,Memphis Grizzlies,93.0,Oklahoma City Thunder,124.0
2024-03-10,Minnesota Timberwolves,109.0,Los Angeles Lakers,120.0
2024-03-11,Charlotte Hornets,97.0,Detroit Pistons,114.0
2024-03-11,Phoenix Suns,117.0,Cleveland Cavaliers,111.0
2024-03-11,Dallas Mavericks,127.0,Chicago Bulls,92.0
2024-03-11,Golden State Warriors,112.0,San Antonio Spurs,102.0
2024-03-11,Toronto Raptors,119.0,Denver Nuggets,125.0
2024-03-11,Boston Celtics,121.0,Portland Trail Blazers,99.0
2024-03-12,Philadelphia 76ers,79.0,New York Knicks,106.0
2024-03-12,Washington Wizards,97.0,Memphis Grizzlies,109.0
2024-03-12,Indiana Pacers,121.0,Oklahoma City Thunder,111.0
2024-03-12,Houston Rockets,103.0,San Antonio Spurs,101.0
2024-03-12,Boston Celtics,123.0,Utah Jazz,107.0
2024-03-12,Minnesota Timberwolves,118.0,Los Angeles Clippers,100.0
2024-03-12,Milwaukee Bucks,94.0,Sacramento Kings,129.0
2024-03-13,Toronto Raptors,104.0,Detroit Pistons,113.0
2024-03-13,Brooklyn Nets,106.0,Orlando Magic,114.0
2024-03-13,Chicago Bulls,132.0,Indiana Pacers,129.0
2024-03-13,Denver Nuggets,100.0,Miami Heat,88.0
2024-03-13,Charlotte Hornets,110.0,Memphis Grizzlies,98.0
2024-03-13,Cleveland Cavaliers,116.0,New Orleans Pelicans,95.0
2024-03-13,Golden State Warriors,99.0,Dallas Mavericks,109.0
2024-03-13,Atlanta Hawks,102.0,Portland Trail Blazers,106.0
2024-03-13,Los Angeles Lakers,107.0,Sacramento Kings,120.0
2024-03-14,Phoenix Suns,112.0,Boston Celtics,127.0
2024-03-14,Los Angeles Clippers,126.0,Chicago Bulls,111.0
2024-03-14,Washington Wizards,119.0,Houston Rockets,135.0
2024-03-14,Philadelphia 76ers,105.0,Milwaukee Bucks,114.0
2024-03-14,Dallas Mavericks,119.0,Oklahoma City Thunder,126.0
2024-03-14,New York Knicks,105.0,Portland Trail Blazers,93.0
2024-03-15,Phoenix Suns,107.0,Charlotte Hornets,96.0
2024-03-15,Miami Heat,108.0,Detroit Pistons,95.0
2024-03-15,Orlando Magic,113.0,Toronto Raptors,103.0
2024-03-15,Los Angeles Clippers,104.0,New Orleans Pelicans,112.0
2024-03-15,Denver Nuggets,117.0,San Antonio Spurs,106.0
2024-03-15,Atlanta Hawks,122.0,Utah Jazz,124.0
2024-03-16,Cleveland Cavaliers,103.0,Houston Rockets,117.0
2024-03-16,Brooklyn Nets,100.0,Indiana Pacers,121.0
2024-03-16,Portland Trail Blazers,107.0,New Orleans Pelicans,126.0
2024-03-16,Charlotte Hornets,98.0,Philadelphia 76ers,109.0
2024-03-16,Washington Wizards,98.0,Chicago Bulls,127.0
2024-03-16,Oklahoma City Thunder,118.0,Memphis Grizzlies,112.0
2024-03-16,Golden State Warriors,128.0,Los Angeles Lakers,121.0
2024-03-16,Minnesota Timberwolves,119.0,Utah Jazz,100.0
2024-03-16,New York Knicks,98.0,Sacramento Kings,91.0
2024-03-17,Phoenix Suns,129.0,Milwaukee Bucks,140.0
2024-03-17,Miami Heat,104.0,Detroit Pistons,101.0
2024-03-17,Denver Nuggets,105.0,Dallas Mavericks,107.0
2024-03-17,Toronto Raptors,96.0,Orlando Magic,111.0
2024-03-17,Boston Celtics,130.0,Washington Wizards,104.0
2024-03-17,Brooklyn Nets,115.0,San Antonio Spurs,122.0
2024-03-17,Atlanta Hawks,110.0,Los Angeles Clippers,93.0
2024-03-18,Cleveland Cavaliers,108.0,Indiana Pacers,103.0
2024-03-18,Detroit Pistons,94.0,Boston Celtics,119.0
2024-03-18,Miami Heat,91.0,Philadelphia 76ers,98.0
2024-03-18,Portland Trail Blazers,107.0,Chicago Bulls,110.0
2024-03-18,Minnesota Timberwolves,114.0,Utah Jazz,104.0
2024-03-18,New York Knicks,119.0,Golden State Warriors,112.0
2024-03-18,Memphis Grizzlies,111.0,Sacramento Kings,121.0
2024-03-18,Atlanta Hawks,105.0,Los Angeles Lakers,136.0
2024-03-19,Charlotte Hornets,92.0,Orlando Magic,112.0
2024-03-19,Houston Rockets,137.0,Washington Wizards,114.0
2024-03-19,New Orleans Pelicans,104.0,Brooklyn Nets,91.0
2024-03-19,Dallas Mavericks,113.0,San Antonio Spurs,107.0
2024-03-19,Denver Nuggets,115.0,Minnesota Timberwolves,112.0
2024-03-20,Miami Heat,107.0,Cleveland Cavaliers,104.0
2024-03-20,Indiana Pacers,122.0,Detroit Pistons,103.0
2024-03-20,Milwaukee Bucks,119.0,Boston Celtics,122.0
2024-03-20,Sacramento Kings,123.0,Toronto Raptors,89.0
2024-03-20,Utah Jazz,107.0,Oklahoma City Thunder,119.0
2024-03-20,Memphis Grizzlies,116.0,Golden State Warriors,137.0
2024-03-20,Philadelphia 76ers,102.0,Phoenix Suns,115.0
2024-03-20,Los Angeles Clippers,116.0,Portland Trail Blazers,103.0
2024-03-21,New Orleans Pelicans,106.0,Orlando Magic,121.0
2024-03-21,Sacramento Kings,102.0,Washington Wizards,109.0
2024-03-21,Chicago Bulls,117.0,Houston Rockets,127.0
2024-03-21,Brooklyn Nets,108.0,Milwaukee Bucks,115.0
2024-03-21,Utah Jazz,97.0,Dallas Mavericks,113.0
2024-03-21,New York Knicks,100.0,Denver Nuggets,113.0
2024-03-21,Atlanta Hawks,115.0,Phoenix Suns,128.0
2024-03-22,Boston Celtics,129.0,Detroit Pistons,102.0
2024-03-22,Oklahoma City Thunder,123.0,Toronto Raptors,103.0
2024-03-22,New Orleans Pelicans,111.0,Miami Heat,88.0
2024-03-22,Cleveland Cavaliers,91.0,Minnesota Timberwolves,104.0
2024-03-22,Memphis Grizzlies,99.0,San Antonio Spurs,97.0
2024-03-22,Indiana Pacers,123.0,Golden State Warriors,111.0
2024-03-22,Los Angeles Clippers,125.0,Portland Trail Blazers,117.0
2024-03-22,Philadelphia 76ers,94.0,Los Angeles Lakers,101.0
2024-03-23,Brooklyn Nets,93.0,New York Knicks,105.0
2024-03-23,Sacramento Kings,109.0,Orlando Magic,107.0
2024-03-23,Charlotte Hornets,91.0,Atlanta Hawks,132.0
2024-03-23,Boston Celtics,124.0,Chicago Bulls,113.0
2024-03-23,Utah Jazz,119.0,Houston Rockets,147.0
2024-03-23,Phoenix Suns,131.0,San Antonio Spurs,106.0
2024-03-23,Toronto Raptors,109.0,Washington Wizards,112.0
2024-03-23,Denver Nuggets,114.0,Portland Trail Blazers,111.0
2024-03-24,New Orleans Pelicans,114.0,Detroit Pistons,101.0
2024-03-24,Philadelphia 76ers,121.0,Los Angeles Clippers,107.0
2024-03-24,Cleveland Cavaliers,84.0,Miami Heat,121.0
2024-03-24,Oklahoma City Thunder,93.0,Milwaukee Bucks,118.0
2024-03-24,Golden State Warriors,110.0,Minnesota Timberwolves,114.0
2024-03-24,Indiana Pacers,145.0,Los Angeles Lakers,150.0
2024-03-25,Charlotte Hornets,92.0,Cleveland Cavaliers,115.0
2024-03-25,Boston Celtics,118.0,Atlanta Hawks,120.0
2024-03-25,Detroit Pistons,99.0,New York Knicks,124.0
2024-03-25,Brooklyn Nets,96.0,Toronto Raptors,88.0
2024-03-25,Washington Wizards,107.0,Chicago Bulls,105.0
2024-03-25,Portland Trail Blazers,92.0,Houston Rockets,110.0
2024-03-25,Phoenix Suns,102.0,San Antonio Spurs,104.0
2024-03-25,Memphis Grizzlies,103.0,Denver Nuggets,128.0
2024-03-25,Dallas Mavericks,115.0,Utah Jazz,105.0
2024-03-25,Philadelphia 76ers,96.0,Sacramento Kings,108.0
2024-03-25,Indiana Pacers,133.0,Los Angeles Clippers,116.0
2024-03-26,Golden State Warriors,113.0,Miami Heat,92.0
2024-03-26,Los Angeles Lakers,128.0,Milwaukee Bucks,124.0
2024-03-26,Oklahoma City Thunder,119.0,New Orleans Pelicans,112.0
2024-03-26,Dallas Mavericks,132.0,Sacramento Kings,96.0
2024-03-27,Cleveland Cavaliers,111.0,Charlotte Hornets,118.0
2024-03-27,Golden State Warriors,101.0,Orlando Magic,93.0
2024-03-27,Brooklyn Nets,122.0,Washington Wizards,119.0
2024-03-27,Portland Trail Blazers,106.0,Atlanta Hawks,120.0
2024-03-27,Los Angeles Clippers,108.0,Philadelphia 76ers,107.0
2024-03-27,New York Knicks,145.0,Toronto Raptors,101.0
2024-03-27,Indiana Pacers,99.0,Chicago Bulls,125.0
2024-03-27,Los Angeles Lakers,136.0,Memphis Grizzlies,124.0
2024-03-27,Detroit Pistons,91.0,Minnesota Timberwolves,106.0
2024-03-27,Houston Rockets,132.0,Oklahoma City Thunder,126.0
2024-03-27,San Antonio Spurs,118.0,Utah Jazz,111.0
2024-03-27,Phoenix Suns,104.0,Denver Nuggets,97.0
2024-03-28,Boston Celtics,122.0,Atlanta Hawks,123.0
2024-03-28,Milwaukee Bucks,100.0,New Orleans Pelicans,107.0
2024-03-29,Golden State Warriors,115.0,Charlotte Hornets,97.0
2024-03-29,Los Angeles Lakers,90.0,Indiana Pacers,109.0
2024-03-29,Los Angeles Clippers,100.0,Orlando Magic,97.0
2024-03-29,Detroit Pistons,96.0,Washington Wizards,87.0
2024-03-29,Chicago Bulls,108.0,Brooklyn Nets,125.0
2024-03-29,Philadelphia 76ers,114.0,Cleveland Cavaliers,117.0
2024-03-29,Portland Trail Blazers,82.0,Miami Heat,142.0
2024-03-29,Phoenix Suns,103.0,Oklahoma City Thunder,128.0
2024-03-29,New York Knicks,126.0,San Antonio Spurs,130.0
2024-03-29,Minnesota Timberwolves,111.0,Denver Nuggets,98.0
2024-03-29,Houston Rockets,101.0,Utah Jazz,100.0
2024-03-29,Dallas Mavericks,107.0,Sacramento Kings,103.0
2024-03-30,Boston Celtics,104.0,New Orleans Pelicans,92.0
2024-03-30,Memphis Grizzlies,88.0,Orlando Magic,118.0
2024-03-30,Milwaukee Bucks,122.0,Atlanta Hawks,113.0
2024-03-31,Cleveland Cavaliers,101.0,Denver Nuggets,130.0
2024-03-31,Los Angeles Lakers,116.0,Brooklyn Nets,104.0
2024-03-31,Los Angeles Clippers,130.0,Charlotte Hornets,118.0
2024-03-31,Philadelphia 76ers,135.0,Toronto Raptors,120.0
2024-03-31,Miami Heat,119.0,Washington Wizards,107.0
2024-03-31,Dallas Mavericks,125.0,Houston Rockets,107.0
2024-03-31,Chicago Bulls,109.0,Minnesota Timberwolves,101.0
2024-03-31,Oklahoma City Thunder,113.0,New York Knicks,112.0
2024-03-31,Golden State Warriors,117.0,San Antonio Spurs,113.0
2024-03-31,Utah Jazz,106.0,Sacramento Kings,127.0
2024-04-01,Boston Celtics,118.0,Charlotte Hornets,104.0
2024-04-01,Memphis Grizzlies,110.0,Detroit Pistons,108.0
2024-04-01,Brooklyn Nets,111.0,Indiana Pacers,133.0
2024-04-01,Portland Trail Blazers,103.0,Orlando Magic,104.0
2024-04-01,Atlanta Hawks,113.0,Chicago Bulls,101.0
2024-04-01,Phoenix Suns,124.0,New Orleans Pelicans,111.0
2024-04-02,Los Angeles Lakers,128.0,Toronto Raptors,111.0
2024-04-02,Milwaukee Bucks,113.0,Washington Wizards,117.0
2024-04-02,New York Knicks,99.0,Miami Heat,109.0
2024-04-02,Oklahoma City Thunder,105.0,Philadelphia 76ers,109.0
2024-04-02,Houston Rockets,106.0,Minnesota Timberwolves,113.0
2024-04-02,San Antonio Spurs,105.0,Denver Nuggets,110.0
2024-04-02,Cleveland Cavaliers,129.0,Utah Jazz,113.0
2024-04-02,Dallas Mavericks,100.0,Golden State Warriors,104.0
2024-04-02,Los Angeles Clippers,95.0,Sacramento Kings,109.0
2024-04-03,Portland Trail Blazers,89.0,Charlotte Hornets,86.0
2024-04-03,Los Angeles Lakers,125.0,Washington Wizards,120.0
2024-04-03,Detroit Pistons,113.0,Atlanta Hawks,121.0
2024-04-03,Oklahoma City Thunder,100.0,Boston Celtics,135.0
2024-04-03,Indiana Pacers,111.0,Brooklyn Nets,115.0
2024-04-03,Memphis Grizzlies,111.0,Milwaukee Bucks,101.0
2024-04-03,Toronto Raptors,85.0,Minnesota Timberwolves,133.0
2024-04-03,Orlando Magic,117.0,New Orleans Pelicans,108.0
2024-04-03,Cleveland Cavaliers,101.0,Phoenix Suns,122.0
2024-04-04,Atlanta Hawks,95.0,Dallas Mavericks,109.0
2024-04-04,Philadelphia 76ers,109.0,Miami Heat,105.0
2024-04-04,Sacramento Kings,109.0,New York Knicks,120.0
2024-04-04,Golden State Warriors,133.0,Houston Rockets,110.0
2024-04-04,Denver Nuggets,100.0,Los Angeles Clippers,102.0
2024-04-05,Orlando Magic,115.0,Charlotte Hornets,124.0
2024-04-05,Oklahoma City Thunder,112.0,Indiana Pacers,126.0
2024-04-05,Portland Trail Blazers,108.0,Washington Wizards,102.0
2024-04-05,Sacramento Kings,100.0,Boston Celtics,101.0
2024-04-05,New York Knicks,100.0,Chicago Bulls,108.0
2024-04-05,Miami Heat,119.0,Houston Rockets,104.0
2024-04-05,Detroit Pistons,90.0,Memphis Grizzlies,108.0
2024-04-05,Toronto Raptors,117.0,Milwaukee Bucks,111.0
2024-04-05,San Antonio Spurs,111.0,New Orleans Pelicans,109.0
2024-04-05,Golden State Warriors,106.0,Dallas Mavericks,108.0
2024-04-05,Minnesota Timberwolves,87.0,Phoenix Suns,97.0
2024-04-05,Utah Jazz,102.0,Los Angeles Clippers,131.0
2024-04-06,Cleveland Cavaliers,97.0,Los Angeles Lakers,116.0
2024-04-06,Detroit Pistons,103.0,Brooklyn Nets,113.0
2024-04-06,Philadelphia 76ers,116.0,Memphis Grizzlies,96.0
2024-04-06,Atlanta Hawks,110.0,Denver Nuggets,142.0
2024-04-07,Houston Rockets,136.0,Dallas Mavericks,147.0
2024-04-07,Cleveland Cavaliers,118.0,Los Angeles Clippers,120.0
2024-04-07,Miami Heat,115.0,Indiana Pacers,117.0
2024-04-07,Portland Trail Blazers,107.0,Boston Celtics,124.0
2024-04-07,Oklahoma City Thunder,121.0,Charlotte Hornets,118.0
2024-04-07,Chicago Bulls,98.0,Orlando Magic,113.0
2024-04-07,New Orleans Pelicans,113.0,Phoenix Suns,105.0
2024-04-07,Washington Wizards,122.0,Toronto Raptors,130.0
2024-04-07,New York Knicks,122.0,Milwaukee Bucks,109.0
2024-04-07,Philadelphia 76ers,133.0,San Antonio Spurs,126.0
2024-04-07,Sacramento Kings,107.0,Brooklyn Nets,77.0
2024-04-07,Utah Jazz,110.0,Golden State Warriors,118.0
2024-04-07,Minnesota Timberwolves,127.0,Los Angeles Lakers,117.0
2024-04-09,Dallas Mavericks,130.0,Charlotte Hornets,104.0
2024-04-09,Detroit Pistons,102.0,Philadelphia 76ers,120.0
2024-04-09,Indiana Pacers,140.0,Toronto Raptors,123.0
2024-04-09,Miami Heat,117.0,Atlanta Hawks,111.0
2024-04-09,Boston Celtics,91.0,Milwaukee Bucks,104.0
2024-04-09,New York Knicks,128.0,Chicago Bulls,117.0
2024-04-09,Orlando Magic,106.0,Houston Rockets,118.0
2024-04-09,San Antonio Spurs,102.0,Memphis Grizzlies,87.0
2024-04-09,Washington Wizards,121.0,Minnesota Timberwolves,130.0
2024-04-09,Sacramento Kings,105.0,Oklahoma City Thunder,112.0
2024-04-09,Denver Nuggets,111.0,Utah Jazz,95.0
2024-04-09,Golden State Warriors,134.0,Los Angeles Lakers,120.0
2024-04-09,Los Angeles Clippers,105.0,Phoenix Suns,92.0
2024-04-09,New Orleans Pelicans,110.0,Portland Trail Blazers,100.0
2024-04-10,Memphis Grizzlies,98.0,Cleveland Cavaliers,110.0
2024-04-10,Charlotte Hornets,115.0,Atlanta Hawks,114.0
2024-04-10,Toronto Raptors,102.0,Brooklyn Nets,106.0
2024-04-10,Dallas Mavericks,111.0,Miami Heat,92.0
2024-04-10,Orlando Magic,99.0,Milwaukee Bucks,117.0
2024-04-10,San Antonio Spurs,89.0,Oklahoma City Thunder,127.0
2024-04-10,Minnesota Timberwolves,107.0,Denver Nuggets,116.0
2024-04-10,Phoenix Suns,124.0,Los Angeles Clippers,108.0
2024-04-11,Chicago Bulls,127.0,Detroit Pistons,105.0
2024-04-11,New York Knicks,118.0,Boston Celtics,109.0
2024-04-11,Houston Rockets,121.0,Utah Jazz,124.0
2024-04-11,Golden State Warriors,100.0,Portland Trail Blazers,92.0
2024-04-11,New Orleans Pelicans,135.0,Sacramento Kings,123.0
2024-04-12,Orlando Magic,113.0,Philadelphia 76ers,125.0
2024-04-12,Chicago Bulls,129.0,Washington Wizards,127.0
2024-04-12,Charlotte Hornets,98.0,Boston Celtics,131.0
2024-04-12,Indiana Pacers,120.0,Cleveland Cavaliers,129.0
2024-04-12,Brooklyn Nets,107.0,New York Knicks,111.0
2024-04-12,Los Angeles Lakers,123.0,Memphis Grizzlies,120.0
2024-04-12,Toronto Raptors,103.0,Miami Heat,125.0
2024-04-12,Atlanta Hawks,106.0,Minnesota Timberwolves,109.0
2024-04-12,Milwaukee Bucks,107.0,Oklahoma City Thunder,125.0
2024-04-12,Denver Nuggets,120.0,San Antonio Spurs,121.0
2024-04-12,Detroit Pistons,107.0,Dallas Mavericks,89.0
2024-04-12,New Orleans Pelicans,114.0,Golden State Warriors,109.0
2024-04-12,Houston Rockets,116.0,Portland Trail Blazers,107.0
2024-04-12,Utah Jazz,110.0,Los Angeles Clippers,109.0
2024-04-12,Phoenix Suns,108.0,Sacramento Kings,107.0
2024-04-14,Washington Wizards,122.0,Boston Celtics,132.0
2024-04-14,Charlotte Hornets,120.0,Cleveland Cavaliers,110.0
2024-04-14,Atlanta Hawks,115.0,Indiana Pacers,157.0
2024-04-14,Toronto Raptors,103.0,Miami Heat,118.0
